,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
115,Sandra Huerga,@sanhuerga,2022-09-14T13:58:49.000Z,"Sandra Huerga
@sanhuerga
·
14 sept.","Hoy he hecho el primer mind map de mi vida entera gracias a 
@TheBridge_Tech
 
Día 3. Aprendiendo muchisísimo.¡Comenzamos! #uxdesign #ui #uxui #mindmap #visualthinking #sketchnote #mentalmap #uxlearning
1
2
5",,1,2,5,['https://pbs.twimg.com/media/FcnuQXlWYAAjDbD?format=jpg&name=small'],https://twitter.com/sanhuerga/status/1570049430807785472
116,The Bridge,@TheBridge_Tech,2022-09-15T10:28:56.000Z,"The Bridge
@TheBridge_Tech
·
15 sept.","¡Acabamos de firmar un acuerdo con 
@BiohubVLC
! Contribuimos así a cubrir la necesidad de profesionales digitales en un sector al alza, el #biotech  que demanda expertos en #datascience, #ciberseguridad y #cloud & #devops

Más info https://bit.ly/3xpLwzQ
2
1",🤝 🦿 👉,,2,1,['https://pbs.twimg.com/media/FcsDTvaWYAM-OZq?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1570359001090772997
117,Fujitsu España,@Fujitsu_ES,2022-09-12T16:00:38.000Z,"Fujitsu España
@Fujitsu_ES
·
12 sept.",".
@TheBridge_Tech
 formará a los futuros profesionales en ciberseguridad de 
@Fujitsu_ES
  https://okt.to/IeHBwc
1
4",▶,,1,4,['https://pbs.twimg.com/media/Fcd4VrIX0AEgfu_?format=jpg&name=small'],https://twitter.com/Fujitsu_ES/status/1569355311227568130
118,COITCV/AVIT,@COITCV,2022-09-15T07:45:30.000Z,"COITCV/AVIT
@COITCV
·
15 sept."," Interesante descuento en formación.

 Desde el COITCV-AVIT hemos firmando un convenio de colaboración con 
@TheBridge_Tech
 gracias al cual nuestros asociados y colegiados disfrutarán de un descuento del 25% en el programa Bootcamp de #Ciberseguridad.

https://avit.org/2022/09/14/descuento-en-el-bootcamp-de-ciberseguridad-en-formato-part-time-por-ser-coitcv-avit/…
1",❗ ℹ,,,1,[],https://twitter.com/COITCV/status/1570317872567558150
119,The Bridge,@TheBridge_Tech,2022-09-14T11:35:31.000Z,"The Bridge
@TheBridge_Tech
·
14 sept.","Si te interesa el mundo del dato, python... ¡Tenemos nuevo evento de #DataScience de la mano de 
@PyDataMadrid
! Contaremos con 
@valerybriz
 y 
@graphext
Jueves 22 de septiembre
19h 

¡No te lo pierdas!
https://meetup.com/pydata-madrid/events/288281545/…

#data #cienciadedatos #python
meetup.com
Login to Meetup | Meetup
Find groups that host online or in person events and meet people in your local community who share your interests.
4
3",📅 ⏰ 👇,,4,3,['https://pbs.twimg.com/card_img/1577272864952172545/L0m4PZBi?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1570013370434322438
120,The Bridge,@TheBridge_Tech,2022-09-12T12:02:17.000Z,"The Bridge
@TheBridge_Tech
·
12 sept.","Mañana a las 18.30h tenemos otra de las sesiones sobre ""Emotional Wellness"" , esta vez 
@Mariagutim
 de 
@Hiwook_Jobs
 nos hablará del síndrome del impostor ¿Te lo vas a perder? Saca tu entrada 
eventbrite.es
Inseguridad: síndrome del impostor
¿Te ha pasado alguna vez? Descúbrete a ti mismo y conoce las herramientas para alcanzar el bienestar emocional.
1
2",🎟,,1,2,['https://pbs.twimg.com/card_img/1577026526515691541/lR8BC1Nl?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1569295332076404738
121,Ana Amaro,@AnaWhitewolf,2022-09-15T14:39:17.000Z,"Ana Amaro
@AnaWhitewolf
·
15 sept.","Respondiendo a 
@raulcotrina
 @ISDICoders
 y 13 más
Claro! Faltamos nosotrxs, 
@Open_Bootcamp
 . Ahora te paso la info por DM que no sé si puedo ponerlo a piñón en el GitHub 
1
3",🐺 😊 🎸,1,,3,[],https://twitter.com/AnaWhitewolf/status/1570422003366072320
122,The Bridge,@TheBridge_Tech,2022-09-13T14:28:06.000Z,"The Bridge
@TheBridge_Tech
·
13 sept.","¡Feliz Día a todos los programadores y programadoras! 

Que un "";"" o ""<"" no os impidan disfrutar de vuestro día y de una profesión tan retadora como apasionante 

#felizdiadelprogramador #fullstackwebdevelopment
GIF
2",⚔,,,2,[],https://twitter.com/TheBridge_Tech/status/1569694413332299782
123,LaSeñoenlaRadioTdF,@LaSenioenRadio,2022-09-14T16:47:49.000Z,"LaSeñoenlaRadioTdF
@LaSenioenRadio
·
14 sept.","En respuesta a 
@sanhuerga
 y 
@TheBridge_Tech
Fantástico ",👏 👏 👏,,,,[],https://twitter.com/LaSenioenRadio/status/1570091960911659009
124,Raúl Cotrina,@raulcotrina,2022-09-15T17:13:54.000Z,"Raúl Cotrina
@raulcotrina
·
15 sept.","Respondiendo a 
@AnaWhitewolf
 @ISDICoders
 y 14 más
Si, si, haz un PR 
3",😘,,,3,[],https://twitter.com/raulcotrina/status/1570460916478611457
125,Biohub VLC,@BiohubVLC,2022-09-16T09:36:34.000Z,"Biohub VLC
@BiohubVLC
·
16 sept.","Esta semana la gerente de 
@BiohubVLC
 @sabrinafemenia
 ha  firmado un convenio de colaboración con 
@TheBridge_Tech
 para cubrir la demanda de profesionales #tech en el sector #salud

Consulta toda la información sobre el acuerdo https://bit.ly/3UiygqT
2",,,,2,['https://pbs.twimg.com/media/FcxGyOlXkAAEin-?format=jpg&name=small'],https://twitter.com/BiohubVLC/status/1570708211866677249
126,COITCV/AVIT,@COITCV,2022-09-16T08:13:09.000Z,"COITCV/AVIT
@COITCV
·
16 sept."," Interesante beca formativa.

 Desde el COITCV-AVIT hemos firmando un convenio de colaboración con 
@TheBridge_Tech
 gracias al cual nuestros asociados y colegiados disfrutarán de una beca en el programa Bootcamp de #Ciberseguridad.

Toda la info 
https://avit.org/2022/09/14/descuento-en-el-bootcamp-de-ciberseguridad-en-formato-part-time-por-ser-coitcv-avit/…",❗ ℹ 👇,,,,[],https://twitter.com/COITCV/status/1570687218565656577
127,PyData Madrid,@PyDataMadrid,2022-09-18T15:58:05.000Z,"PyData Madrid
@PyDataMadrid
·
18 sept.","Hemos llenado el aforo  pero ¡aún estás a tiempo de apuntarte a la lista de espera! ¡Nos vemos el jueves!
1",⚠,,,1,[],https://twitter.com/PyDataMadrid/status/1571528997971922945
128,graphext,@graphext,2022-09-16T11:59:48.000Z,"graphext
@graphext
·
16 sept.","Next week we are collaborating with  
@PyDataMadrid
, 
@IEBigData
, and 
@TheBridge_Tech
  to talk about Accelerating Data Flows and Learning Models 
 Registration link: https://meetup.com/es-ES/pydata-madrid/events/288281545/…
1
2
2",🐍 🔥 🔥 🚨,1,2,2,['https://pbs.twimg.com/media/FcxnTq6X0AAAzu4?format=jpg&name=small'],https://twitter.com/graphext/status/1570744256104628226
129,Pau Mugarra,@PauMugarra,2022-09-23T09:44:36.000Z,"Pau Mugarra
@PauMugarra
·
23 sept.","Y seguimos con lo prometido:

Primera quedada de la comunidad #CPS en Madrid :
https://meetup.com/cps-spain/events/288650795?utm_medium=referral&utm_campaign=share-btn_savedevents_share_modal&utm_source=twitter…
en un espacio cedido por 
@TheBridge_Tech
.
meetup.com
Primera quedada #CPS Madrid, Thu, Oct 13, 2022, 7:00 PM | Meetup
¡Primer evento de la comunidad #CPS en Madrid! Con este evento lo que queremos es empezar a darle forma a la comunidad que se está formando alrededor del #CPS (Complex Pro
11
20",🚀,,11,20,['https://pbs.twimg.com/card_img/1578320422902317059/nVOOuy9w?format=jpg&name=small'],https://twitter.com/PauMugarra/status/1573246948693651456
130,The Bridge,@TheBridge_Tech,2022-09-23T07:21:22.000Z,"The Bridge
@TheBridge_Tech
·
23 sept.","Ayer pudimos disfrutar del eventazo de 
@PyDataMadrid
 en nuestro palacioConocimos un montón sobre acelerar flujos de datos y modelos de aprendizaje ¡
@valerybriz
 y 
@graphext
 gracias por venir!

#datascience #Python
1
5
7",🙌,1,5,7,"['https://pbs.twimg.com/media/FdUq1GpXEAAd73N?format=jpg&name=small', 'https://pbs.twimg.com/media/FdUq1GpWAAAnIYr?format=jpg&name=small']",https://twitter.com/TheBridge_Tech/status/1573210903343992833
131,The Bridge,@TheBridge_Tech,2022-09-22T08:43:14.000Z,"The Bridge
@TheBridge_Tech
·
22 sept.","¿Buscando un empleo en #DataScience? Asiste a AI Careers, el primer evento en Analítica de Datos e Inteligencia Artificial del mundo hispano-hablante.

¡Impulsa tu carrera y conecta con empresas y expertos! 
@AI_Network_es
 

30 sep
Entradas https://aicareers.es
2
1",📅 🎟,,2,1,['https://pbs.twimg.com/media/FdPzikOX0AAFt1i?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1572869114896568321
132,diegodl,@diegodl,2022-09-22T11:51:48.000Z,"diegodl
@diegodl
·
22 sept.","Estamos muy contentos de colaborar desde 
@TheBridge_Tech
 en esta iniciativa de 
@Stemdo_io
 porque tenemos que colaborar entre todos para desarrollar e incrementar la disponibilidad del talento
David Bonilla
@david_bonilla
·
22 sept.
Los equipos deportivos tienen canteras para nutrirse de talento sin depender exclusivamente de sacar el talonario. Puede que, con el tiempo, veamos a más y más empresas hacer lo mismo. https://elpais.com/educacion/universidad/2022-09-19/el-reto-de-formar-a-profesionales-en-la-industria-digital-en-zonas-de-alto-paro.html…
2",,,,2,['https://pbs.twimg.com/profile_images/1558693856232849408/4pGry5pc_mini.jpg'],https://twitter.com/diegodl/status/1572916570153979905
133,PyData Madrid,@PyDataMadrid,2022-09-23T08:45:56.000Z,"PyData Madrid
@PyDataMadrid
·
23 sept.","En respuesta a 
@TheBridge_Tech
 @valerybriz
 y 
@graphext
¡Muchas gracias a 
@TheBridge_Tech
 por alojarnos! 
1",🔥,,,1,[],https://twitter.com/PyDataMadrid/status/1573232184454172674
134,The Bridge,@TheBridge_Tech,2022-09-28T10:46:00.000Z,"The Bridge
@TheBridge_Tech
·
28 sept.","¡Nuevo acuerdo de colaboración con 
@michaelpage_es
! 

Alianza clave en nuestro objetivo de reducir la brecha de competencias digitales y dotar de profesionales técnicos a las empresas.

#brechadigital #empleabilidad #digitaltalent
1
4",🤝,,1,4,['https://pbs.twimg.com/media/FdFH7u6XEAA4bRf?format=jpg&name=small'],https://twitter.com/TheBridge_Tech/status/1575074337761132545
135,Berta Otero,@bertinha84,2022-09-28T20:14:18.000Z,"Berta Otero
@bertinha84
·
28 sept.","Hoy por fin ve la luz mi primer Case Study público. Un trabajo intensivo de fin de bootcamp realizado con un cliente real 
@emancipaTIC
  y dos semanas para que las 5 verticales en 
@TheBridge_Tech
 hiciésemos realidad un MVP. Os invito a verlo y dar feedback.
https://link.medium.com/P0UQiQkpHtb
3
4",,,3,4,['https://pbs.twimg.com/media/FdxLlU_WAAMBuCl?format=jpg&name=small'],https://twitter.com/bertinha84/status/1575217357105946624
136,The Bridge,@TheBridge_Tech,2022-09-26T07:58:25.000Z,"The Bridge
@TheBridge_Tech
·
26 sept.","¡Estamos muy orgullosos de formar equipo junto a 
@Stemdo_io
! Participando en la formación de sus futuros empleados con el #bootcamp de #cloud y #devops 

Ayudando a desarrollar el talento y empleo digital en zonas con alta tasa de paro y pocas oportunidades en el sector #STEM.
David Bonilla
@david_bonilla
·
22 sept.
Los equipos deportivos tienen canteras para nutrirse de talento sin depender exclusivamente de sacar el talonario. Puede que, con el tiempo, veamos a más y más empresas hacer lo mismo. https://elpais.com/educacion/universidad/2022-09-19/el-reto-de-formar-a-profesionales-en-la-industria-digital-en-zonas-de-alto-paro.html…
2
3",,,2,3,['https://pbs.twimg.com/profile_images/1558693856232849408/4pGry5pc_mini.jpg'],https://twitter.com/TheBridge_Tech/status/1574307391029579777
137,Apiux Tecnología,@Apiuxtecnologia,2022-09-27T19:51:59.000Z,"Apiux Tecnología
@Apiuxtecnologia
·
27 sept.","¿Eres o quieres ser talento IT y estás en España?  Si la respuesta es sí, te contamos que tenemos alianzas con 
@IDBootcamps
 y 
@TheBridge_Tech
Estamos felices abrir nuestras puertas para que estudiantes de nuestros partners se conviertan en futuros Yellowers 
1
1
2",💻 🥳,1,1,2,[],https://twitter.com/Apiuxtecnologia/status/1574849353172373504
